JobName,TaskName,ProjectPath,InitScript,BeforeTests,AfterTests,RemoteApplication,ToBeRun,Profile
CroesusJob1,RJ_General,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionRJ\ProjectSuiteGeneral\General\General.mds,General\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,RJ
CroesusJob1,RJ_AideEnLigne,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionRJ\ProjectSuiteAideEnLigne\AideEnLigne\AideEnLigne.mds,AideEnLigne\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,RJ
CroesusJob1,TD_Rapports,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionTD\ProjectSuiteRapports\Rapports\Rapports.mds,Rapports\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,TD
CroesusJob1,TD_Agenda,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionTD\ProjectSuiteAgenda\Agenda\Agenda.mds,Agenda\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,TD
CroesusJob1,TD_Dashboard,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionTD\ProjectSuiteDashboard\Dashboard\Dashboard.mds,Dashboard\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,TD
CroesusJob1,TD_Transactions,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionTD\ProjectSuiteTransactions\Transactions\Transactions.mds,Transactions\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,TD
CroesusJob1,TD_Titres,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionTD\ProjectSuiteTitres\Titres\Titres.mds,Titres\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,TD
CroesusJob1,TD_Portefeuille,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionTD\ProjectSuitePortefeuille\Portefeuille\Portefeuille.mds,Portefeuille\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,TD
CroesusJob1,TD_Ordres,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionTD\ProjectSuiteOrdres\Ordres\Ordres.mds,Ordres\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,TD
CroesusJob1,TD_Comptes,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionTD\ProjectSuiteComptes\Comptes\Comptes.mds,Comptes\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,TD
CroesusJob1,TD_Modeles,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionTD\ProjectSuiteModeles\Modeles\Modeles.mds,Modeles\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,TD
CroesusJob1,TD_Relations,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionTD\ProjectSuiteRelations\Relations\Relations.mds,Relations\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,TD
CroesusJob1,TD_Clients,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionTD\ProjectSuiteClients\Clients\Clients.mds,Clients\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,TD
CroesusJob1,TD_Sleeves,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionTD\ProjectSuiteSleeves\Sleeves\Sleeves.mds,Sleeves\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,TD
CroesusJob1,TD_General,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionTD\ProjectSuiteGeneral\General\General.mds,General\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,TD
CroesusJob1,TD_AideEnLigne,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionTD\ProjectSuiteAideEnLigne\AideEnLigne\AideEnLigne.mds,AideEnLigne\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,TD
CroesusJob1,US_Rapports,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionUS\ProjectSuiteRapports\Rapports\Rapports.mds,Rapports\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,US
CroesusJob1,US_Agenda,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionUS\ProjectSuiteAgenda\Agenda\Agenda.mds,Agenda\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,US
CroesusJob1,US_Dashboard,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionUS\ProjectSuiteDashboard\Dashboard\Dashboard.mds,Dashboard\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,US
CroesusJob1,US_Transactions,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionUS\ProjectSuiteTransactions\Transactions\Transactions.mds,Transactions\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,US
CroesusJob1,US_Titres,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionUS\ProjectSuiteTitres\Titres\Titres.mds,Titres\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,US
CroesusJob1,US_Portefeuille,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionUS\ProjectSuitePortefeuille\Portefeuille\Portefeuille.mds,Portefeuille\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,US
CroesusJob1,US_Ordres,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionUS\ProjectSuiteOrdres\Ordres\Ordres.mds,Ordres\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,US
CroesusJob1,US_Comptes,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionUS\ProjectSuiteComptes\Comptes\Comptes.mds,Comptes\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,US
CroesusJob1,US_Modeles,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionUS\ProjectSuiteModeles\Modeles\Modeles.mds,Modeles\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,US
CroesusJob1,US_Relations,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionUS\ProjectSuiteRelations\Relations\Relations.mds,Relations\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,US
CroesusJob1,US_Clients,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionUS\ProjectSuiteClients\Clients\Clients.mds,Clients\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,US
CroesusJob1,US_Sleeves,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionUS\ProjectSuiteSleeves\Sleeves\Sleeves.mds,Sleeves\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,US
CroesusJob1,US_General,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionUS\ProjectSuiteGeneral\General\General.mds,General\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,US
CroesusJob1,US_AideEnLigne,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionUS\ProjectSuiteAideEnLigne\AideEnLigne\AideEnLigne.mds,AideEnLigne\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,US
CroesusJob1,VMBL_Rapports,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionVMBL\ProjectSuiteRapports\Rapports\Rapports.mds,Rapports\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,VMBL
CroesusJob1,VMBL_Agenda,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionVMBL\ProjectSuiteAgenda\Agenda\Agenda.mds,Agenda\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,VMBL
CroesusJob1,VMBL_Dashboard,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionVMBL\ProjectSuiteDashboard\Dashboard\Dashboard.mds,Dashboard\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,VMBL
CroesusJob1,VMBL_Transactions,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionVMBL\ProjectSuiteTransactions\Transactions\Transactions.mds,Transactions\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,VMBL
CroesusJob1,VMBL_Titres,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionVMBL\ProjectSuiteTitres\Titres\Titres.mds,Titres\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,VMBL
CroesusJob1,VMBL_Portefeuille,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionVMBL\ProjectSuitePortefeuille\Portefeuille\Portefeuille.mds,Portefeuille\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,VMBL
CroesusJob1,VMBL_Ordres,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionVMBL\ProjectSuiteOrdres\Ordres\Ordres.mds,Ordres\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,VMBL
CroesusJob1,VMBL_Comptes,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionVMBL\ProjectSuiteComptes\Comptes\Comptes.mds,Comptes\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,VMBL
CroesusJob1,VMBL_Modeles,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionVMBL\ProjectSuiteModeles\Modeles\Modeles.mds,Modeles\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,VMBL
CroesusJob1,VMBL_Relations,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionVMBL\ProjectSuiteRelations\Relations\Relations.mds,Relations\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,VMBL
CroesusJob1,VMBL_Clients,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionVMBL\ProjectSuiteClients\Clients\Clients.mds,Clients\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,VMBL
CroesusJob1,VMBL_Sleeves,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionVMBL\ProjectSuiteSleeves\Sleeves\Sleeves.mds,Sleeves\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,VMBL
CroesusJob1,VMBL_General,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionVMBL\ProjectSuiteGeneral\General\General.mds,General\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,VMBL
CroesusJob1,VMBL_AideEnLigne,C:\s-backup\QA Tests\TestCompleteProjects\ProjectSuitesExecutionVMBL\ProjectSuiteAideEnLigne\AideEnLigne\AideEnLigne.mds,AideEnLigne\Script\GetListOfTestsToBeRun\GetListOfTestsToBeRun,,,TestExecute,Yes,VMBL
